,PRCP,PRCP_3d,PRCP_5d,TMAX_5d
418,0.29456258,0.99964327,0.53894496,1.6056474
419,0.040627833,0.21828678,1.088747,1.0344731
420,0.24678597,1.1835595,1.0219119,0.7674945
421,0.45947173,-0.6239244,-0.55094147,-0.79507315
422,0.29643136,1.07975,0.9675464,1.4296755
423,-0.0013988449,-0.06845413,0.84021884,1.4826573
424,-0.05059217,-0.61774874,-0.6284894,1.1166619
425,-1.510216,-0.7856558,-0.978371,0.7765925
426,-1.4849491,-0.6494092,-0.808821,0.9108832
427,0.2968946,-0.50254405,0.63703007,1.5456918
428,0.21272852,0.7525963,0.857081,-1.3194045
429,0.5431745,-0.67744815,-0.67389506,1.4311632
430,0.23208784,1.1824381,1.0219119,0.6334182
431,0.032729242,0.28947693,0.59105086,-0.13437083
432,0.21272852,0.7525963,0.857081,-1.3194045
433,0.21272852,0.09469133,0.91085666,-0.9554339
434,0.21272852,0.8014591,0.88126016,-1.1301341
435,0.42222455,0.7898416,-0.43379778,-1.1341205
436,0.50592744,-0.6083501,-0.5468238,1.2023512
437,0.50592744,-0.5712208,-0.5168009,1.4387896
438,0.51423883,-0.50609285,-0.6708864,1.4336812
439,0.032729242,-0.6667685,0.690206,-0.33785605
440,-0.7860118,-0.75554633,-0.83326304,-0.16734976
441,-0.0148778865,-0.7460107,-0.8083829,-0.21029313
442,0.24678597,1.1835595,1.0219119,0.7674945
443,-0.6901007,-0.6349298,0.8914488,-0.24736941
444,0.45625165,-0.44455585,-0.5474339,-0.8231425
445,0.23208784,1.1824381,1.0219119,0.6334182
446,0.29456258,0.99964327,0.53894496,1.6056474
447,0.51423883,1.0969266,-0.6268875,1.4987454
448,0.45947173,-0.5082655,-0.58241504,-0.68805206
449,-0.014398945,-0.7114509,-0.8016075,0.2832234
450,-0.6901007,-0.42954603,0.8053982,-0.71806896
451,0.29643136,0.99785656,0.9498908,1.5292244
452,0.02194033,0.31690598,-0.7410943,0.7680635
453,-1.0841289,-0.4167356,-0.69082546,-0.5721486
454,0.430536,0.239748,-0.5302056,-0.91764104
455,0.23208784,1.1824381,1.0219119,0.6334182
456,0.035002835,0.7074846,1.1288055,0.8757863
457,0.21272852,1.2410437,1.0327759,0.1653303
458,0.21085973,0.75438297,0.36064455,-1.3284721
459,0.430536,0.53708386,-0.65205973,-0.7884128
460,0.29456258,-0.49504423,0.632444,1.3041451
461,0.32468864,1.2436391,-0.09116429,0.18083665
462,-1.1908625,-0.68487936,-0.85133004,-0.6791699
463,0.29643136,0.99785656,0.9498908,1.5292244
464,-1.3052495,-0.6184166,-0.9748635,0.6209066
465,0.3865399,-0.56955427,-0.013869105,0.7206086
466,0.27593473,1.1032279,0.9675464,1.2279736
467,0.24678597,1.1835595,1.0219119,0.7674945
468,-1.149208,-0.5083843,-0.9290316,-0.52351594
469,-1.1908625,-0.7328233,-0.88631105,-0.56804526
470,-0.66255504,-0.5601153,0.049215816,1.0619332
471,0.024893822,0.111765265,1.1289704,-0.69390124
472,0.04212261,0.8478955,0.9073081,0.41129008
473,0.21272852,0.9270851,0.9124254,-0.8590108
474,0.21272852,0.15518081,0.8555123,-1.1808493
475,0.4479402,-0.42243108,-0.39334846,-0.8231425
476,-1.5145302,-0.8786635,-0.9742837,1.1072809
477,-1.1908625,-0.68487936,-0.85133004,-0.6791699
478,0.5323814,-0.56265664,-0.67038757,1.4387896
479,0.28299364,1.1032279,0.9675464,1.2663268
480,0.4935291,-0.6782805,-0.6935074,0.29138532
481,0.40767667,1.1050143,-0.11195413,1.3030393
482,0.21272852,0.7550054,0.871001,-1.2368695
483,0.032729242,-0.6667685,0.690206,-0.33785605
484,0.430536,0.8516662,-0.5039338,-1.1341205
485,0.430536,1.0261549,-0.53891486,-0.76405174
486,0.32468864,0.75438297,-0.054662675,-1.1840675
487,0.04212261,-0.11823823,0.890497,0.40095478
488,-1.2085898,-0.7105544,-1.0006714,-0.060424816
489,0.430536,-0.73354495,-0.6725463,-0.3930356
490,-1.5145302,-0.6344047,-0.9707762,1.1473216
491,0.430536,0.90052885,-0.52818626,-0.99328136
492,0.21272852,0.7550054,0.871001,-1.2368695
493,0.024893822,0.4468324,1.008611,-1.1017518
494,0.21272852,0.7525963,0.857081,-1.3194045
495,0.22884707,1.2418525,1.051012,0.50400984
496,0.256416,1.1032279,0.9675464,0.9998919
497,0.27593473,1.1032279,0.9675464,1.2279736
498,0.21085973,-0.6884342,0.606636,-0.12880746
499,0.024893822,0.8453,1.1940353,0.07480326
500,0.026004056,-0.3846913,0.7659848,-0.85874474
501,0.29456258,-0.5490436,0.63653123,1.5456918
502,0.044253126,0.2813113,1.1431123,0.47120404
503,-1.1908625,-0.50873077,-0.84782255,-0.7072392
