,date_clean,trail,target,PRCP,PRCP_3d,PRCP_5d,TMAX_5d
1030,2020-03-26,East Fork State Park,0,0.02,0.18999999999999823,0.199999999999998,57.2
1042,2020-03-27,East Fork State Park,0,0.18,0.1999999999999982,0.369999999999998,63.2
1054,2020-03-28,East Fork State Park,0,0.38,0.5799999999999982,0.749999999999998,68.4
1067,2020-03-29,East Fork State Park,1,0.0,0.5599999999999982,0.579999999999998,71.0
1078,2020-03-30,East Fork State Park,1,0.0,0.37999999999999823,0.579999999999998,70.4
1091,2020-03-31,East Fork State Park,1,0.0,0.0,0.5599999999999979,66.0
1103,2020-04-01,East Fork State Park,1,0.0,0.0,0.379999999999998,62.0
1111,2020-04-02,East Fork State Park,1,0.0,0.0,0.0,58.0
1126,2020-04-03,East Fork State Park,1,0.0,0.0,0.0,58.4
1138,2020-04-04,East Fork State Park,1,0.0,0.0,0.0,61.0
1148,2020-04-05,East Fork State Park,1,0.11,0.10999999999999822,0.109999999999998,63.4
1161,2020-04-06,East Fork State Park,1,0.0,0.10999999999999822,0.109999999999998,66.4
1174,2020-04-07,East Fork State Park,1,0.0,0.10999999999999822,0.109999999999998,70.0
1187,2020-04-08,East Fork State Park,1,0.49,0.4899999999999982,0.599999999999998,72.2
1199,2020-04-09,East Fork State Park,0,0.02,0.5099999999999982,0.619999999999998,68.8
1211,2020-04-10,East Fork State Park,1,0.0,0.5099999999999982,0.509999999999998,67.0
1222,2020-04-11,East Fork State Park,1,0.02,0.039999999999998224,0.529999999999998,65.8
1235,2020-04-12,East Fork State Park,0,0.55,0.5699999999999983,1.079999999999998,63.0
1246,2020-04-13,East Fork State Park,0,0.84,1.4099999999999984,1.429999999999998,59.0
1258,2020-04-14,East Fork State Park,0,0.0,1.3899999999999983,1.409999999999998,57.2
1270,2020-04-15,East Fork State Park,0,0.01,0.8499999999999982,1.419999999999998,57.8
1279,2020-04-16,East Fork State Park,0,0.0,0.009999999999998224,1.399999999999998,55.4
1294,2020-04-17,East Fork State Park,0,0.28,0.28999999999999826,1.1299999999999981,53.0
1306,2020-04-18,East Fork State Park,0,0.0,0.27999999999999825,0.28999999999999804,51.8
1316,2020-04-19,East Fork State Park,1,0.0,0.27999999999999825,0.28999999999999804,53.6
1329,2020-04-20,East Fork State Park,1,0.0,0.0,0.27999999999999803,56.0
1342,2020-04-21,East Fork State Park,1,0.01,0.009999999999998224,0.28999999999999804,57.0
1354,2020-04-22,East Fork State Park,1,0.0,0.009999999999998224,0.009999999999998002,60.2
1362,2020-04-23,East Fork State Park,0,0.6,0.6099999999999982,0.609999999999998,61.0
1374,2020-04-24,East Fork State Park,1,0.02,0.6199999999999982,0.629999999999998,62.8
1390,2020-04-25,East Fork State Park,0,0.21,0.8299999999999982,0.839999999999998,63.2
1403,2020-04-26,East Fork State Park,0,0.28,0.5099999999999982,1.109999999999998,63.2
1414,2020-04-27,East Fork State Park,0,0.0,0.4899999999999982,1.109999999999998,62.4
1422,2020-04-28,East Fork State Park,0,0.0,0.27999999999999825,0.509999999999998,66.0
1434,2020-04-29,East Fork State Park,0,0.3,0.2999999999999982,0.789999999999998,66.4
1450,2020-04-30,East Fork State Park,0,0.03,0.3299999999999982,0.609999999999998,63.2
1458,2020-05-01,East Fork State Park,0,0.0,0.3299999999999982,0.32999999999999796,65.6
1474,2020-05-02,East Fork State Park,0,0.0,0.029999999999998223,0.32999999999999796,69.0
1486,2020-05-03,East Fork State Park,0,0.5,0.4999999999999982,0.829999999999998,67.8
1498,2020-05-04,East Fork State Park,0,0.0,0.4999999999999982,0.529999999999998,68.0
1511,2020-05-05,East Fork State Park,0,0.22,0.7199999999999982,0.719999999999998,69.4
1522,2020-05-06,East Fork State Park,0,0.0,0.21999999999999822,0.719999999999998,67.8
1535,2020-05-07,East Fork State Park,1,0.0,0.21999999999999822,0.719999999999998,65.0
1547,2020-05-08,East Fork State Park,0,0.56,0.5599999999999983,0.779999999999998,62.2
1558,2020-05-09,East Fork State Park,1,0.0,0.5599999999999983,0.779999999999998,59.2
1571,2020-05-10,East Fork State Park,1,0.01,0.5699999999999983,0.5699999999999981,60.6
1582,2020-05-11,East Fork State Park,1,0.0,0.009999999999998224,0.5699999999999981,58.4
1594,2020-05-12,East Fork State Park,1,0.0,0.009999999999998224,0.5699999999999981,57.0
1606,2020-05-13,East Fork State Park,1,0.0,0.0,0.009999999999998002,57.4
1618,2020-05-14,East Fork State Park,0,0.02,0.019999999999998224,0.029999999999998,62.8
1631,2020-05-15,East Fork State Park,0,0.05,0.06999999999999823,0.06999999999999801,64.8
1643,2020-05-16,East Fork State Park,0,0.09,0.15999999999999823,0.159999999999998,71.0
1655,2020-05-17,East Fork State Park,0,0.11,0.24999999999999822,0.269999999999998,74.8
1666,2020-05-18,East Fork State Park,0,1.72,1.9199999999999982,1.989999999999998,77.2
1679,2020-05-19,East Fork State Park,0,1.57,3.399999999999998,3.5399999999999983,73.6
1690,2020-05-20,East Fork State Park,0,0.05,3.339999999999998,3.5399999999999983,70.4
1702,2020-05-21,East Fork State Park,0,0.14,1.7599999999999982,3.589999999999998,66.8
1714,2020-05-22,East Fork State Park,0,0.0,0.18999999999999823,3.479999999999998,66.0
1723,2020-05-23,East Fork State Park,0,0.22,0.3599999999999982,1.979999999999998,68.6
1738,2020-05-24,East Fork State Park,0,0.11,0.32999999999999824,0.519999999999998,73.4
1750,2020-05-25,East Fork State Park,0,0.0,0.32999999999999824,0.46999999999999803,79.0
1760,2020-05-26,East Fork State Park,0,0.0,0.10999999999999822,0.329999999999998,84.0
1773,2020-05-27,East Fork State Park,0,0.19,0.18999999999999823,0.519999999999998,85.0
1786,2020-05-28,East Fork State Park,0,0.18,0.3699999999999982,0.47999999999999804,84.8
1799,2020-05-29,East Fork State Park,0,0.03,0.39999999999999825,0.399999999999998,82.8
1810,2020-05-30,East Fork State Park,0,0.0,0.20999999999999822,0.399999999999998,80.2
1822,2020-05-31,East Fork State Park,1,0.0,0.029999999999998223,0.399999999999998,77.2
1834,2020-06-01,East Fork State Park,1,0.0,0.0,0.209999999999998,76.2
1843,2020-06-02,East Fork State Park,1,0.0,0.0,0.029999999999998,77.4
1858,2020-06-03,East Fork State Park,1,0.0,0.0,0.0,79.6
1870,2020-06-04,East Fork State Park,1,0.1,0.09999999999999823,0.09999999999999801,81.8
1882,2020-06-05,East Fork State Park,1,0.0,0.09999999999999823,0.09999999999999801,84.8
1894,2020-06-06,East Fork State Park,1,0.0,0.09999999999999823,0.09999999999999801,87.8
1904,2020-06-07,East Fork State Park,1,0.0,0.0,0.09999999999999801,87.0
1918,2020-06-08,East Fork State Park,1,0.0,0.0,0.09999999999999801,86.8
1930,2020-06-09,East Fork State Park,1,0.13,0.12999999999999823,0.129999999999998,87.2
1942,2020-06-10,East Fork State Park,1,0.01,0.13999999999999824,0.13999999999999801,87.6
1954,2020-06-11,East Fork State Park,1,0.0,0.13999999999999824,0.13999999999999801,85.6
1967,2020-06-12,East Fork State Park,1,0.0,0.009999999999998224,0.13999999999999801,85.8
1979,2020-06-13,East Fork State Park,1,0.0,0.0,0.13999999999999801,84.2
1990,2020-06-14,East Fork State Park,1,0.0,0.0,0.009999999999998002,81.8
2002,2020-06-15,East Fork State Park,1,0.0,0.0,0.0,79.8
2015,2020-06-16,East Fork State Park,1,0.0,0.0,0.0,80.0
2022,2020-06-17,East Fork State Park,1,0.0,0.0,0.0,79.8
2038,2020-06-18,East Fork State Park,1,0.03,0.029999999999998223,0.029999999999998,80.8
2049,2020-06-19,East Fork State Park,1,0.0,0.029999999999998223,0.029999999999998,83.6
2062,2020-06-20,East Fork State Park,1,0.0,0.029999999999998223,0.029999999999998,86.0
2074,2020-06-21,East Fork State Park,1,0.16,0.15999999999999823,0.189999999999998,87.6
2086,2020-06-22,East Fork State Park,1,0.42,0.5799999999999982,0.609999999999998,87.8
2099,2020-06-23,East Fork State Park,0,0.38,0.9599999999999982,0.959999999999998,87.2
2111,2020-06-24,East Fork State Park,0,0.0,0.7999999999999983,0.959999999999998,85.6
2122,2020-06-25,East Fork State Park,1,0.0,0.3799999999999983,0.959999999999998,84.2
2135,2020-06-26,East Fork State Park,1,0.05,0.04999999999999828,0.8499999999999981,83.2
2146,2020-06-27,East Fork State Park,1,0.03,0.07999999999999828,0.459999999999998,82.6
2158,2020-06-28,East Fork State Park,0,0.62,0.6999999999999983,0.699999999999998,82.8
2170,2020-06-29,East Fork State Park,0,0.0,0.6499999999999982,0.6999999999999981,84.4
2179,2020-06-30,East Fork State Park,0,1.21,1.8299999999999983,1.909999999999998,84.8
2194,2020-07-01,East Fork State Park,1,0.0,1.2099999999999982,1.8599999999999979,85.8
2206,2020-07-02,East Fork State Park,1,0.0,1.2099999999999982,1.8299999999999979,87.2
2216,2020-07-03,East Fork State Park,1,0.0,0.0,1.209999999999998,89.2
2229,2020-07-04,East Fork State Park,1,0.0,0.0,1.209999999999998,90.2
2242,2020-07-05,East Fork State Park,1,0.0,0.0,0.0,92.0
2255,2020-07-06,East Fork State Park,1,0.4,0.39999999999999825,0.399999999999998,92.2
2266,2020-07-07,East Fork State Park,1,0.0,0.39999999999999825,0.399999999999998,92.6
2278,2020-07-08,East Fork State Park,1,0.0,0.39999999999999825,0.399999999999998,92.4
2290,2020-07-09,East Fork State Park,0,0.92,0.9199999999999983,1.319999999999998,91.6
2299,2020-07-10,East Fork State Park,1,0.04,0.9599999999999983,1.359999999999998,90.0
2314,2020-07-11,East Fork State Park,1,0.1,1.0599999999999983,1.059999999999998,89.2
2326,2020-07-12,East Fork State Park,1,0.04,0.17999999999999824,1.099999999999998,87.8
2338,2020-07-13,East Fork State Park,1,0.0,0.13999999999999824,1.099999999999998,86.6
2350,2020-07-14,East Fork State Park,1,0.0,0.039999999999998224,0.17999999999999802,86.4
2363,2020-07-15,East Fork State Park,1,0.0,0.0,0.13999999999999801,87.0
2375,2020-07-16,East Fork State Park,1,0.0,0.0,0.039999999999998,87.2
2386,2020-07-17,East Fork State Park,1,0.0,0.0,0.0,88.0
2398,2020-07-18,East Fork State Park,1,0.0,0.0,0.0,89.6
2410,2020-07-19,East Fork State Park,0,0.73,0.7299999999999982,0.729999999999998,90.8
2422,2020-07-20,East Fork State Park,1,0.0,0.7299999999999982,0.729999999999998,91.0
2434,2020-07-21,East Fork State Park,1,0.0,0.7299999999999982,0.729999999999998,91.6
2447,2020-07-22,East Fork State Park,0,1.44,1.4399999999999982,2.169999999999998,90.4
2459,2020-07-23,East Fork State Park,0,0.89,2.3299999999999983,3.059999999999998,88.8
2470,2020-07-24,East Fork State Park,0,0.0,2.3299999999999983,2.329999999999998,87.6
2483,2020-07-25,East Fork State Park,0,0.0,0.8899999999999982,2.329999999999998,87.2
2494,2020-07-26,East Fork State Park,1,0.0,0.0,2.329999999999998,87.4
2506,2020-07-27,East Fork State Park,1,0.21,0.20999999999999822,1.099999999999998,89.0
2518,2020-07-28,East Fork State Park,1,0.0,0.20999999999999822,0.209999999999998,89.2
2527,2020-07-29,East Fork State Park,1,0.0,0.20999999999999822,0.209999999999998,89.4
2542,2020-07-30,East Fork State Park,0,2.0,1.9999999999999982,2.209999999999998,87.2
2554,2020-07-31,East Fork State Park,0,0.02,2.0199999999999982,2.229999999999998,84.8
2566,2020-08-01,East Fork State Park,0,1.29,3.3099999999999983,3.3099999999999983,83.6
2578,2020-08-02,East Fork State Park,0,0.03,1.3399999999999983,3.339999999999998,82.4
2588,2020-08-03,East Fork State Park,0,0.04,1.3599999999999983,3.379999999999998,80.8
2602,2020-08-04,East Fork State Park,0,0.0,0.06999999999999823,1.3799999999999983,80.8
2614,2020-08-05,East Fork State Park,1,0.0,0.039999999999998224,1.3599999999999983,80.2
2626,2020-08-06,East Fork State Park,1,0.0,0.0,0.06999999999999823,79.2
2638,2020-08-07,East Fork State Park,1,0.0,0.0,0.039999999999998224,79.6
2651,2020-08-08,East Fork State Park,1,0.0,0.0,0.0,80.2
2663,2020-08-09,East Fork State Park,1,0.0,0.0,0.0,82.6
2674,2020-08-10,East Fork State Park,1,0.29,0.2899999999999982,0.2899999999999982,83.8
2686,2020-08-11,East Fork State Park,1,0.01,0.2999999999999982,0.2999999999999982,84.6
2699,2020-08-12,East Fork State Park,1,0.0,0.2999999999999982,0.2999999999999982,85.4
2706,2020-08-13,East Fork State Park,1,0.0,0.009999999999998224,0.2999999999999982,86.2
2722,2020-08-14,East Fork State Park,1,0.02,0.019999999999998224,0.3199999999999982,84.6
2733,2020-08-15,East Fork State Park,1,0.0,0.019999999999998224,0.029999999999998223,85.6
2746,2020-08-16,East Fork State Park,1,0.1,0.11999999999999823,0.11999999999999822,86.0
2756,2020-08-17,East Fork State Park,1,0.0,0.09999999999999823,0.11999999999999822,86.0
2770,2020-08-18,East Fork State Park,0,1.07,1.1699999999999984,1.1899999999999982,82.8
2782,2020-08-19,East Fork State Park,1,0.0,1.0699999999999983,1.1699999999999984,82.4
2794,2020-08-20,East Fork State Park,1,0.0,1.0699999999999983,1.1699999999999984,81.2
2806,2020-08-21,East Fork State Park,1,0.0,0.0,1.0699999999999985,81.0
2819,2020-08-22,East Fork State Park,1,0.05,0.049999999999998226,1.1199999999999986,79.4
2831,2020-08-23,East Fork State Park,1,0.0,0.049999999999998226,0.049999999999998226,81.8
2842,2020-08-24,East Fork State Park,1,0.0,0.049999999999998226,0.049999999999998226,83.2
2854,2020-08-25,East Fork State Park,1,0.18,0.17999999999999822,0.2299999999999982,85.0
2866,2020-08-26,East Fork State Park,1,0.0,0.17999999999999822,0.2299999999999982,86.0
2877,2020-08-27,East Fork State Park,1,0.0,0.17999999999999822,0.17999999999999822,87.6
2890,2020-08-28,East Fork State Park,0,0.31,0.3099999999999982,0.4899999999999982,87.2
2902,2020-08-29,East Fork State Park,1,0.0,0.3099999999999982,0.4899999999999982,87.0
2912,2020-08-30,East Fork State Park,1,0.0,0.3099999999999982,0.3099999999999982,85.0
2916,2020-08-31,East Fork State Park,0,0.0,0.0,0.3099999999999982,83.2
2934,2020-09-01,East Fork State Park,0,0.0,0.0,0.3099999999999982,82.8
2950,2020-09-02,East Fork State Park,0,0.62,0.6199999999999982,0.6199999999999982,82.6
2962,2020-09-03,East Fork State Park,0,0.53,1.1499999999999981,1.1499999999999981,82.2
2974,2020-09-04,East Fork State Park,1,0.0,1.1499999999999981,1.1499999999999981,82.0
2986,2020-09-05,East Fork State Park,1,0.0,0.5299999999999983,1.1499999999999981,82.0
2998,2020-09-06,East Fork State Park,1,0.0,0.0,1.1499999999999981,81.4
3011,2020-09-07,East Fork State Park,1,0.0,0.0,0.5299999999999983,82.0
3023,2020-09-08,East Fork State Park,1,0.0,0.0,0.0,82.4
3034,2020-09-09,East Fork State Park,1,0.0,0.0,0.0,84.0
3047,2020-09-10,East Fork State Park,1,0.0,0.0,0.0,86.0
3058,2020-09-11,East Fork State Park,1,0.0,0.0,0.0,84.4
3070,2020-09-12,East Fork State Park,1,0.24,0.23999999999999821,0.23999999999999821,84.2
3082,2020-09-13,East Fork State Park,1,0.0,0.23999999999999821,0.23999999999999821,83.0
3091,2020-09-14,East Fork State Park,1,0.0,0.23999999999999821,0.23999999999999821,81.2
3106,2020-09-15,East Fork State Park,1,0.0,0.0,0.23999999999999821,77.8
3118,2020-09-16,East Fork State Park,1,0.0,0.0,0.23999999999999821,78.6
3128,2020-09-17,East Fork State Park,1,0.0,0.0,0.0,78.2
3141,2020-09-18,East Fork State Park,1,0.0,0.0,0.0,76.0
3154,2020-09-19,East Fork State Park,1,0.0,0.0,0.0,74.0
3167,2020-09-20,East Fork State Park,1,0.0,0.0,0.0,74.0
3178,2020-09-21,East Fork State Park,1,0.0,0.0,0.0,73.2
3190,2020-09-22,East Fork State Park,1,0.0,0.0,0.0,71.8
3202,2020-09-23,East Fork State Park,1,0.0,0.0,0.0,73.0
3215,2020-09-24,East Fork State Park,1,0.0,0.0,0.0,74.4
3227,2020-09-25,East Fork State Park,1,0.0,0.0,0.0,75.6
3239,2020-09-26,East Fork State Park,1,0.0,0.0,0.0,76.4
3251,2020-09-27,East Fork State Park,1,0.0,0.0,0.0,77.2
3262,2020-09-28,East Fork State Park,1,0.24,0.23999999999999821,0.23999999999999821,76.6
3275,2020-09-29,East Fork State Park,1,0.0,0.23999999999999821,0.23999999999999821,74.2
3286,2020-09-30,East Fork State Park,1,0.0,0.23999999999999821,0.23999999999999821,73.4
3298,2020-10-01,East Fork State Park,1,0.01,0.009999999999998224,0.24999999999999822,71.8
3310,2020-10-02,East Fork State Park,1,0.0,0.009999999999998224,0.24999999999999822,68.6
3323,2020-10-03,East Fork State Park,1,0.0,0.009999999999998224,0.009999999999998224,67.4
3334,2020-10-04,East Fork State Park,1,0.07,0.06999999999999823,0.07999999999999823,68.6
3347,2020-10-05,East Fork State Park,1,0.0,0.06999999999999823,0.07999999999999823,66.2
3359,2020-10-06,East Fork State Park,1,0.0,0.06999999999999823,0.06999999999999823,66.8
3370,2020-10-07,East Fork State Park,1,0.0,0.0,0.06999999999999823,71.0
3383,2020-10-08,East Fork State Park,1,0.0,0.0,0.06999999999999823,73.2
3394,2020-10-09,East Fork State Park,1,0.0,0.0,0.0,75.4
3406,2020-10-10,East Fork State Park,1,0.0,0.0,0.0,77.2
3418,2020-10-11,East Fork State Park,1,0.02,0.019999999999998224,0.019999999999998224,77.6
3430,2020-10-12,East Fork State Park,1,0.12,0.1399999999999982,0.1399999999999982,76.2
3443,2020-10-13,East Fork State Park,1,0.0,0.13999999999999824,0.13999999999999824,74.4
3455,2020-10-14,East Fork State Park,1,0.0,0.11999999999999822,0.13999999999999824,73.6
3467,2020-10-15,East Fork State Park,1,0.11,0.10999999999999822,0.24999999999999822,72.0
3478,2020-10-16,East Fork State Park,1,0.0,0.10999999999999822,0.22999999999999823,68.8
3491,2020-10-17,East Fork State Park,1,0.0,0.10999999999999822,0.10999999999999822,66.2
3502,2020-10-18,East Fork State Park,1,0.08,0.07999999999999823,0.18999999999999823,64.6
3514,2020-10-19,East Fork State Park,0,1.38,1.4599999999999982,1.569999999999998,61.0
3526,2020-10-20,East Fork State Park,0,0.28,1.7399999999999982,1.739999999999998,60.2
3535,2020-10-21,East Fork State Park,1,0.0,1.6599999999999981,1.739999999999998,62.8
3550,2020-10-22,East Fork State Park,1,0.0,0.27999999999999825,1.739999999999998,66.2
3562,2020-10-23,East Fork State Park,0,0.12,0.11999999999999822,1.779999999999998,70.0
3572,2020-10-24,East Fork State Park,1,0.0,0.11999999999999822,0.39999999999999825,68.6
3585,2020-10-25,East Fork State Park,1,0.03,0.14999999999999822,0.14999999999999822,67.4
3598,2020-10-26,East Fork State Park,1,0.03,0.05999999999999822,0.17999999999999822,63.4
3611,2020-10-27,East Fork State Park,1,0.01,0.06999999999999822,0.18999999999999823,57.8
3622,2020-10-28,East Fork State Park,0,0.22,0.25999999999999823,0.28999999999999826,52.8
3634,2020-10-29,East Fork State Park,0,1.93,2.1599999999999984,2.219999999999998,53.2
3646,2020-10-30,East Fork State Park,0,0.0,2.1499999999999986,2.1899999999999986,52.4
3655,2020-10-31,East Fork State Park,1,0.0,1.9299999999999982,2.1599999999999984,53.6
3670,2020-11-01,East Fork State Park,1,0.0,0.0,2.1499999999999986,53.6
3682,2020-11-02,East Fork State Park,1,0.0,0.0,1.9299999999999982,52.8
3694,2020-11-03,East Fork State Park,1,0.0,0.0,0.0,54.8
3706,2020-11-04,East Fork State Park,1,0.0,0.0,0.0,59.0
3716,2020-11-05,East Fork State Park,1,0.0,0.0,0.0,60.8
3730,2020-11-06,East Fork State Park,1,0.0,0.0,0.0,64.2
3742,2020-11-07,East Fork State Park,1,0.0,0.0,0.0,69.0
3754,2020-11-08,East Fork State Park,1,0.0,0.0,0.0,72.0
3766,2020-11-09,East Fork State Park,1,0.0,0.0,0.0,73.6
3779,2020-11-10,East Fork State Park,1,0.16,0.15999999999999823,0.15999999999999823,76.4
3791,2020-11-11,East Fork State Park,0,0.53,0.6899999999999983,0.6899999999999983,76.0
3802,2020-11-12,East Fork State Park,1,0.0,0.6899999999999983,0.6899999999999983,72.2
3814,2020-11-13,East Fork State Park,1,0.0,0.5299999999999983,0.6899999999999983,68.2
3827,2020-11-14,East Fork State Park,1,0.0,0.0,0.6899999999999983,63.6
3834,2020-11-15,East Fork State Park,1,0.35,0.3499999999999982,0.8799999999999982,60.0
3850,2020-11-16,East Fork State Park,1,0.0,0.3499999999999982,0.3499999999999982,57.2
3861,2020-11-17,East Fork State Park,1,0.0,0.3499999999999982,0.3499999999999982,55.4
3874,2020-11-18,East Fork State Park,1,0.0,0.0,0.3499999999999982,53.2
3886,2020-11-19,East Fork State Park,1,0.0,0.0,0.3499999999999982,54.8
3898,2020-11-20,East Fork State Park,1,0.04,0.039999999999998224,0.039999999999998224,55.0
3911,2020-11-21,East Fork State Park,0,0.11,0.14999999999999822,0.14999999999999822,55.4
3923,2020-11-22,East Fork State Park,0,0.22,0.3699999999999982,0.3699999999999982,57.0
3934,2020-11-23,East Fork State Park,0,0.0,0.3299999999999983,0.3699999999999982,57.4
3947,2020-11-24,East Fork State Park,1,0.0,0.21999999999999825,0.3699999999999982,54.4
3958,2020-11-25,East Fork State Park,0,1.37,1.3699999999999983,1.6999999999999984,53.6
3970,2020-11-26,East Fork State Park,0,0.0,1.3699999999999983,1.5899999999999983,53.0
3982,2020-11-27,East Fork State Park,1,0.0,1.3699999999999983,1.3699999999999983,53.4
3991,2020-11-28,East Fork State Park,1,0.0,0.0,1.3699999999999983,53.4
4006,2020-11-29,East Fork State Park,1,0.0,0.0,1.3699999999999983,54.4
4018,2020-11-30,East Fork State Park,0,2.17,2.169999999999998,2.169999999999998,52.0
4028,2020-12-01,East Fork State Park,0,0.22,2.3899999999999983,2.3899999999999983,47.8
4041,2020-12-02,East Fork State Park,0,0.0,2.3899999999999983,2.3899999999999983,45.0
4054,2020-12-03,East Fork State Park,0,0.0,0.21999999999999822,2.3899999999999983,43.2
4067,2020-12-04,East Fork State Park,0,0.0,0.0,2.3899999999999983,41.6
4078,2020-12-05,East Fork State Park,1,0.0,0.0,0.21999999999999822,41.4
4090,2020-12-06,East Fork State Park,1,0.0,0.0,0.0,43.0
4102,2020-12-07,East Fork State Park,1,0.0,0.0,0.0,41.6
4111,2020-12-08,East Fork State Park,1,0.0,0.0,0.0,40.6
4126,2020-12-09,East Fork State Park,1,0.0,0.0,0.0,42.6
4138,2020-12-10,East Fork State Park,1,0.0,0.0,0.0,45.4
4150,2020-12-11,East Fork State Park,1,0.0,0.0,0.0,50.2
4162,2020-12-12,East Fork State Park,0,0.06,0.05999999999999822,0.05999999999999822,55.6
4175,2020-12-13,East Fork State Park,1,0.0,0.05999999999999822,0.05999999999999822,57.0
4187,2020-12-14,East Fork State Park,1,0.0,0.05999999999999822,0.05999999999999822,53.8
4198,2020-12-15,East Fork State Park,1,0.0,0.0,0.05999999999999822,49.2
4210,2020-12-16,East Fork State Park,0,1.18,1.1799999999999982,1.2399999999999982,43.6
4222,2020-12-17,East Fork State Park,0,0.11,1.2899999999999983,1.2899999999999983,38.0
4234,2020-12-18,East Fork State Park,0,0.0,1.2899999999999983,1.2899999999999983,37.2
4246,2020-12-19,East Fork State Park,0,0.11,0.21999999999999822,1.3999999999999981,37.8
4259,2020-12-20,East Fork State Park,0,0.09,0.19999999999999823,1.4899999999999982,39.6
4271,2020-12-21,East Fork State Park,0,0.0,0.19999999999999823,0.3099999999999982,41.6
4282,2020-12-22,East Fork State Park,0,0.0,0.08999999999999822,0.19999999999999823,43.8
4295,2020-12-23,East Fork State Park,0,0.07,0.06999999999999823,0.26999999999999824,47.8
4306,2020-12-24,East Fork State Park,0,0.26,0.32999999999999824,0.41999999999999826,48.8
4318,2020-12-25,East Fork State Park,1,0.1,0.4299999999999983,0.4299999999999983,43.2
4330,2020-12-26,East Fork State Park,1,0.0,0.3599999999999982,0.4299999999999983,41.4
4339,2020-12-27,East Fork State Park,0,0.0,0.09999999999999823,0.4299999999999983,43.0
4354,2020-12-28,East Fork State Park,0,0.0,0.0,0.3599999999999982,41.6
4366,2020-12-29,East Fork State Park,0,0.0,0.0,0.09999999999999823,39.6
4378,2020-12-30,East Fork State Park,0,0.79,0.7899999999999983,0.7899999999999983,47.4
4390,2020-12-31,East Fork State Park,0,0.29,1.0799999999999983,1.0799999999999983,46.8
4400,2021-01-01,East Fork State Park,0,1.19,2.2699999999999982,2.2699999999999982,46.8
4414,2021-01-02,East Fork State Park,0,0.0,1.4799999999999982,2.2699999999999982,45.4
4426,2021-01-03,East Fork State Park,0,0.0,1.1899999999999982,2.2699999999999982,45.4
4438,2021-01-04,East Fork State Park,0,0.0,0.0,1.4799999999999982,42.8
4450,2021-01-05,East Fork State Park,0,0.03,0.029999999999998223,1.2199999999999982,43.8
4463,2021-01-06,East Fork State Park,0,0.0,0.029999999999998223,0.029999999999998223,40.8
4475,2021-01-07,East Fork State Park,0,0.0,0.029999999999998223,0.029999999999998223,39.6
4486,2021-01-08,East Fork State Park,0,0.0,0.0,0.029999999999998223,38.8
4498,2021-01-09,East Fork State Park,1,0.0,0.0,0.029999999999998223,37.0
4511,2021-01-10,East Fork State Park,1,0.0,0.0,0.0,36.6
4518,2021-01-11,East Fork State Park,1,0.0,0.0,0.0,35.0
4534,2021-01-12,East Fork State Park,1,0.0,0.0,0.0,34.0
4545,2021-01-13,East Fork State Park,1,0.0,0.0,0.0,36.6
4558,2021-01-14,East Fork State Park,0,0.0,0.0,0.0,39.6
4568,2021-01-15,East Fork State Park,0,0.19,0.18999999999999823,0.18999999999999823,41.6
4582,2021-01-16,East Fork State Park,0,0.13,0.31999999999999823,0.31999999999999823,42.8
4594,2021-01-17,East Fork State Park,0,0.29000000000000004,0.6099999999999983,0.6099999999999983,43.2
4606,2021-01-18,East Fork State Park,0,0.0,0.41999999999999826,0.6099999999999983,40.6
4618,2021-01-19,East Fork State Park,0,0.0,0.28999999999999826,0.6099999999999983,39.6
4631,2021-01-20,East Fork State Park,0,0.0,0.0,0.41999999999999826,37.8
4643,2021-01-21,East Fork State Park,0,0.0,0.0,0.28999999999999826,40.8
4654,2021-01-22,East Fork State Park,0,0.0,0.0,0.0,41.2
4666,2021-01-23,East Fork State Park,1,0.0,0.0,0.0,41.2
4678,2021-01-24,East Fork State Park,0,0.24000000000000002,0.23999999999999824,0.23999999999999824,38.8
4689,2021-01-25,East Fork State Park,0,0.51,0.7499999999999982,0.7499999999999982,38.2
4702,2021-01-26,East Fork State Park,0,0.03,0.7799999999999983,0.7799999999999983,37.0
4714,2021-01-27,East Fork State Park,0,2.03,2.569999999999998,2.809999999999998,36.2
4724,2021-01-28,East Fork State Park,0,0.0,2.059999999999998,2.8099999999999983,35.4
4728,2021-01-29,East Fork State Park,1,0.0,2.029999999999998,2.569999999999998,35.8
4746,2021-01-30,East Fork State Park,0,1.9400000000000002,1.9399999999999984,3.9999999999999982,36.2
4762,2021-01-31,East Fork State Park,0,1.21,3.1499999999999986,5.179999999999999,35.2
4774,2021-02-01,East Fork State Park,0,2.4000000000000004,5.549999999999999,5.549999999999999,34.8
4786,2021-02-02,East Fork State Park,0,0.0,3.6099999999999985,5.549999999999999,35.4
4798,2021-02-03,East Fork State Park,0,0.0,2.3999999999999986,5.549999999999999,35.6
4810,2021-02-04,East Fork State Park,0,0.14,0.13999999999999824,3.749999999999999,36.0
4823,2021-02-05,East Fork State Park,0,0.0,0.13999999999999824,2.539999999999999,35.6
4835,2021-02-06,East Fork State Park,1,0.0,0.13999999999999824,0.13999999999999868,36.8
4846,2021-02-07,East Fork State Park,1,0.1,0.09999999999999823,0.2399999999999987,35.8
4859,2021-02-08,East Fork State Park,0,6.0200000000000005,6.119999999999998,6.259999999999999,36.0
