,date_clean,trail,target,PRCP,PRCP_3d,PRCP_5d,TMAX_5d
6,2020-01-01,Caesar Creek,0,0.0,0.0,0.0,48.0
23,2020-01-02,Caesar Creek,0,0.46,0.46,0.46,49.0
30,2020-01-03,Caesar Creek,0,0.68,1.1400000000000001,1.1400000000000001,50.333333333333336
41,2020-01-04,Caesar Creek,0,0.06,1.2,1.2,49.5
55,2020-01-05,Caesar Creek,0,0.0,0.74,1.2,48.8
67,2020-01-06,Caesar Creek,0,0.0,0.05999999999999989,1.2,48.8
78,2020-01-07,Caesar Creek,1,0.0,0.0,0.74,48.6
91,2020-01-08,Caesar Creek,1,0.0,0.0,0.05999999999999989,46.0
102,2020-01-09,Caesar Creek,1,0.0,0.0,0.0,48.2
119,2020-01-10,Caesar Creek,0,0.71,0.7099999999999999,0.7099999999999999,51.2
131,2020-01-11,Caesar Creek,0,0.68,1.39,1.39,55.0
138,2020-01-12,Caesar Creek,0,0.0,1.39,1.39,54.0
151,2020-01-13,Caesar Creek,0,0.0,0.6799999999999999,1.39,55.8
162,2020-01-14,Caesar Creek,1,0.0,0.0,1.39,55.0
175,2020-01-15,Caesar Creek,1,0.0,0.0,0.6799999999999999,54.4
187,2020-01-16,Caesar Creek,1,0.0,0.0,0.0,50.2
198,2020-01-17,Caesar Creek,1,0.0,0.0,0.0,48.2
211,2020-01-18,Caesar Creek,0,0.69,0.6899999999999998,0.6899999999999998,48.8
222,2020-01-19,Caesar Creek,1,0.0,0.6899999999999998,0.6899999999999998,44.0
234,2020-01-20,Caesar Creek,1,0.0,0.6899999999999998,0.6899999999999998,38.0
251,2020-01-21,Caesar Creek,1,0.0,0.0,0.6899999999999998,35.2
263,2020-01-22,Caesar Creek,0,0.0,0.0,0.6899999999999998,36.4
270,2020-01-23,Caesar Creek,0,0.13,0.1299999999999999,0.1299999999999999,35.4
283,2020-01-24,Caesar Creek,0,0.57,0.6999999999999998,0.6999999999999998,39.2
295,2020-01-25,Caesar Creek,0,0.05,0.7499999999999999,0.7499999999999999,41.4
306,2020-01-26,Caesar Creek,0,0.0,0.6199999999999999,0.7499999999999999,43.8
319,2020-01-27,Caesar Creek,0,0.0,0.04999999999999989,0.7499999999999999,43.4
330,2020-01-28,Caesar Creek,0,0.0,0.0,0.6199999999999999,41.0
342,2020-01-29,Caesar Creek,0,0.0,0.0,0.04999999999999989,38.2
359,2020-01-30,Caesar Creek,0,0.0,0.0,0.0,38.2
366,2020-01-31,Caesar Creek,0,0.8099999999999999,0.8099999999999998,0.8099999999999998,36.8
378,2020-02-01,Caesar Creek,0,0.0,0.8099999999999998,0.8099999999999998,37.6
390,2020-02-02,Caesar Creek,0,0.0,0.8099999999999998,0.8099999999999998,43.4
402,2020-02-03,Caesar Creek,1,0.0,0.0,0.8099999999999998,49.2
418,2020-02-04,Caesar Creek,0,0.35,0.34999999999999987,1.1599999999999997,53.8
431,2020-02-05,Caesar Creek,0,0.33,0.6799999999999999,0.6799999999999999,53.8
439,2020-02-06,Caesar Creek,0,0.1,0.7799999999999999,0.7799999999999999,52.2
450,2020-02-07,Caesar Creek,0,1.8900000000000001,2.3200000000000003,2.67,46.0
462,2020-02-08,Caesar Creek,0,1.2200000000000002,3.21,3.89,40.2
479,2020-02-09,Caesar Creek,0,0.27,3.38,3.81,36.8
486,2020-02-10,Caesar Creek,0,0.1,1.5900000000000003,3.58,39.2
497,2020-02-11,Caesar Creek,0,0.17,0.54,3.6500000000000004,40.6
511,2020-02-12,Caesar Creek,0,1.06,1.33,2.8200000000000003,41.4
523,2020-02-13,Caesar Creek,0,0.17,1.4,1.7699999999999998,42.4
534,2020-02-14,Caesar Creek,1,0.1,1.33,1.5999999999999999,38.4
547,2020-02-15,Caesar Creek,0,0.0,0.27,1.4999999999999998,37.6
558,2020-02-16,Caesar Creek,0,0.0,0.1,1.3299999999999998,39.4
575,2020-02-17,Caesar Creek,0,0.0,0.0,0.2699999999999998,42.4
587,2020-02-18,Caesar Creek,0,0.14,0.14,0.2399999999999998,45.4
594,2020-02-19,Caesar Creek,0,0.0,0.14,0.1399999999999998,49.4
607,2020-02-20,Caesar Creek,0,0.0,0.14,0.1399999999999998,47.2
618,2020-02-21,Caesar Creek,1,0.0,0.0,0.1399999999999998,44.8
631,2020-02-22,Caesar Creek,0,0.0,0.0,0.1399999999999998,44.2
643,2020-02-23,Caesar Creek,0,0.0,0.0,0.0,44.2
654,2020-02-24,Caesar Creek,0,0.44,0.44,0.4399999999999998,44.2
667,2020-02-25,Caesar Creek,0,0.31,0.75,0.7499999999999998,46.6
678,2020-02-26,Caesar Creek,0,0.31,1.06,1.0599999999999998,47.2
690,2020-02-27,Caesar Creek,0,0.0,0.6200000000000001,1.0599999999999998,44.4
703,2020-02-28,Caesar Creek,0,1.42,1.73,2.4799999999999995,40.8
715,2020-02-29,Caesar Creek,0,0.0,1.42,2.04,39.2
727,2020-03-01,Caesar Creek,0,0.0,1.42,1.7299999999999998,42.6
738,2020-03-02,Caesar Creek,0,0.17,0.17,1.5899999999999996,46.0
750,2020-03-03,Caesar Creek,0,0.4,0.5700000000000001,1.9899999999999998,50.6
767,2020-03-04,Caesar Creek,0,0.0,0.5700000000000001,0.5699999999999998,55.8
775,2020-03-05,Caesar Creek,0,0.0,0.4,0.5699999999999998,60.2
786,2020-03-06,Caesar Creek,0,0.0,0.0,0.5699999999999998,57.0
798,2020-03-07,Caesar Creek,0,0.0,0.0,0.3999999999999998,55.4
810,2020-03-08,Caesar Creek,1,0.0,0.0,0.0,56.8
823,2020-03-09,Caesar Creek,1,0.0,0.0,0.0,57.6
835,2020-03-10,Caesar Creek,0,0.42,0.42,0.41999999999999976,57.8
846,2020-03-11,Caesar Creek,0,0.0,0.42,0.41999999999999976,59.0
859,2020-03-12,Caesar Creek,0,0.47,0.8899999999999999,0.8899999999999997,61.8
871,2020-03-13,Caesar Creek,0,0.0,0.47,0.8899999999999997,61.2
882,2020-03-14,Caesar Creek,0,0.29,0.76,1.1799999999999997,56.6
895,2020-03-15,Caesar Creek,0,0.0,0.29,0.7599999999999998,53.8
906,2020-03-16,Caesar Creek,0,0.01,0.3,0.7699999999999998,52.8
918,2020-03-17,Caesar Creek,0,0.0,0.01,0.29999999999999977,50.4
935,2020-03-18,Caesar Creek,0,1.08,1.09,1.38,50.4
945,2020-03-19,Caesar Creek,0,1.56,2.64,2.65,55.2
954,2020-03-20,Caesar Creek,0,0.3,2.94,2.9499999999999997,60.6
967,2020-03-21,Caesar Creek,0,0.0,1.86,2.94,58.6
979,2020-03-22,Caesar Creek,0,0.01,0.31,2.95,57.0
990,2020-03-23,Caesar Creek,0,0.0,0.01,1.8699999999999999,55.6
1003,2020-03-24,Caesar Creek,0,0.17,0.18000000000000002,0.47999999999999976,52.8
1014,2020-03-25,Caesar Creek,1,0.0,0.17,0.1799999999999998,51.0
1031,2020-03-26,Caesar Creek,1,0.02,0.19,0.1999999999999998,57.2
1043,2020-03-27,Caesar Creek,0,0.18,0.19999999999999998,0.3699999999999998,63.2
1050,2020-03-28,Caesar Creek,0,0.38,0.58,0.7499999999999998,68.4
1063,2020-03-29,Caesar Creek,0,0.0,0.5599999999999999,0.5799999999999997,71.0
1074,2020-03-30,Caesar Creek,1,0.0,0.38,0.5799999999999997,70.4
1087,2020-03-31,Caesar Creek,1,0.0,0.0,0.5599999999999997,66.0
1099,2020-04-01,Caesar Creek,1,0.0,0.0,0.3799999999999998,62.0
1110,2020-04-02,Caesar Creek,1,0.0,0.0,0.0,58.0
1122,2020-04-03,Caesar Creek,1,0.0,0.0,0.0,58.4
1134,2020-04-04,Caesar Creek,1,0.0,0.0,0.0,61.0
1146,2020-04-05,Caesar Creek,1,0.11,0.11,0.10999999999999978,63.4
1162,2020-04-06,Caesar Creek,1,0.0,0.11,0.10999999999999978,66.4
1170,2020-04-07,Caesar Creek,1,0.0,0.11,0.10999999999999978,70.0
1183,2020-04-08,Caesar Creek,0,0.49,0.49,0.5999999999999998,72.2
1195,2020-04-09,Caesar Creek,0,0.02,0.51,0.6199999999999998,68.8
1207,2020-04-10,Caesar Creek,1,0.0,0.51,0.5099999999999998,67.0
1218,2020-04-11,Caesar Creek,1,0.02,0.04,0.5299999999999998,65.8
1231,2020-04-12,Caesar Creek,0,0.55,0.5700000000000001,1.0799999999999998,63.0
1242,2020-04-13,Caesar Creek,0,0.84,1.4100000000000001,1.4299999999999997,59.0
1254,2020-04-14,Caesar Creek,0,0.0,1.3900000000000001,1.4099999999999997,57.2
1271,2020-04-15,Caesar Creek,0,0.01,0.85,1.4199999999999997,57.8
1278,2020-04-16,Caesar Creek,0,0.0,0.01,1.3999999999999997,55.4
1290,2020-04-17,Caesar Creek,0,0.28,0.29000000000000004,1.13,53.0
1302,2020-04-18,Caesar Creek,0,0.0,0.28,0.2899999999999998,51.8
1314,2020-04-19,Caesar Creek,1,0.0,0.28,0.2899999999999998,53.6
1330,2020-04-20,Caesar Creek,1,0.0,0.0,0.2799999999999998,56.0
1343,2020-04-21,Caesar Creek,1,0.01,0.01,0.2899999999999998,57.0
1350,2020-04-22,Caesar Creek,1,0.0,0.01,0.009999999999999778,60.2
1363,2020-04-23,Caesar Creek,0,0.6,0.61,0.6099999999999998,61.0
1375,2020-04-24,Caesar Creek,0,0.02,0.62,0.6299999999999998,62.8
1386,2020-04-25,Caesar Creek,0,0.21,0.83,0.8399999999999997,63.2
1399,2020-04-26,Caesar Creek,0,0.28,0.51,1.1099999999999999,63.2
1410,2020-04-27,Caesar Creek,0,0.0,0.49,1.1099999999999999,62.4
1423,2020-04-28,Caesar Creek,0,0.0,0.28,0.5099999999999998,66.0
1435,2020-04-29,Caesar Creek,0,0.3,0.3,0.7899999999999998,66.4
1446,2020-04-30,Caesar Creek,0,0.03,0.32999999999999996,0.6099999999999998,63.2
1459,2020-05-01,Caesar Creek,0,0.0,0.32999999999999996,0.32999999999999974,65.6
1470,2020-05-02,Caesar Creek,0,0.0,0.03,0.32999999999999974,69.0
1482,2020-05-03,Caesar Creek,0,0.5,0.5,0.8299999999999997,67.8
1499,2020-05-04,Caesar Creek,0,0.0,0.5,0.5299999999999998,68.0
1507,2020-05-05,Caesar Creek,0,0.22,0.72,0.7199999999999998,69.4
1518,2020-05-06,Caesar Creek,0,0.0,0.22,0.7199999999999998,67.8
1531,2020-05-07,Caesar Creek,0,0.0,0.22,0.7199999999999998,65.0
1543,2020-05-08,Caesar Creek,0,0.56,0.56,0.7799999999999998,62.2
1554,2020-05-09,Caesar Creek,0,0.0,0.56,0.7799999999999998,59.2
1567,2020-05-10,Caesar Creek,1,0.01,0.5700000000000001,0.5699999999999998,60.6
1578,2020-05-11,Caesar Creek,1,0.0,0.01,0.5699999999999998,58.4
1590,2020-05-12,Caesar Creek,1,0.0,0.01,0.5699999999999998,57.0
1607,2020-05-13,Caesar Creek,1,0.0,0.0,0.009999999999999778,57.4
1614,2020-05-14,Caesar Creek,0,0.02,0.02,0.029999999999999777,62.8
1627,2020-05-15,Caesar Creek,0,0.05,0.07,0.06999999999999978,64.8
1639,2020-05-16,Caesar Creek,0,0.09,0.16,0.15999999999999978,71.0
1651,2020-05-17,Caesar Creek,0,0.11,0.25,0.2699999999999998,74.8
1662,2020-05-18,Caesar Creek,0,1.72,1.92,1.9899999999999998,77.2
1675,2020-05-19,Caesar Creek,0,1.57,3.4,3.54,73.6
1686,2020-05-20,Caesar Creek,0,0.05,3.34,3.54,70.4
1698,2020-05-21,Caesar Creek,0,0.14,1.76,3.59,66.8
1715,2020-05-22,Caesar Creek,0,0.0,0.19,3.48,66.0
1722,2020-05-23,Caesar Creek,0,0.22,0.36,1.9799999999999998,68.6
1734,2020-05-24,Caesar Creek,0,0.11,0.33,0.5199999999999998,73.4
1746,2020-05-25,Caesar Creek,0,0.0,0.33,0.4699999999999998,79.0
1758,2020-05-26,Caesar Creek,0,0.0,0.11,0.3299999999999998,84.0
1774,2020-05-27,Caesar Creek,0,0.19,0.19,0.5199999999999998,85.0
1787,2020-05-28,Caesar Creek,0,0.18,0.37,0.4799999999999998,84.8
1795,2020-05-29,Caesar Creek,0,0.03,0.4,0.3999999999999998,82.8
1806,2020-05-30,Caesar Creek,0,0.0,0.21,0.3999999999999998,80.2
1818,2020-05-31,Caesar Creek,0,0.0,0.03,0.3999999999999998,77.2
1835,2020-06-01,Caesar Creek,1,0.0,0.0,0.20999999999999977,76.2
1842,2020-06-02,Caesar Creek,1,0.0,0.0,0.029999999999999777,77.4
1854,2020-06-03,Caesar Creek,0,0.0,0.0,0.0,79.6
1867,2020-06-04,Caesar Creek,0,0.1,0.1,0.09999999999999978,81.8
1879,2020-06-05,Caesar Creek,0,0.0,0.1,0.09999999999999978,84.8
1890,2020-06-06,Caesar Creek,1,0.0,0.1,0.09999999999999978,87.8
1903,2020-06-07,Caesar Creek,1,0.0,0.0,0.09999999999999978,87.0
1914,2020-06-08,Caesar Creek,1,0.0,0.0,0.09999999999999978,86.8
1931,2020-06-09,Caesar Creek,1,0.13,0.13,0.12999999999999978,87.2
1943,2020-06-10,Caesar Creek,1,0.01,0.14,0.1399999999999998,87.6
1950,2020-06-11,Caesar Creek,1,0.0,0.14,0.1399999999999998,85.6
1963,2020-06-12,Caesar Creek,1,0.0,0.01,0.1399999999999998,85.8
1975,2020-06-13,Caesar Creek,1,0.0,0.0,0.1399999999999998,84.2
1986,2020-06-14,Caesar Creek,1,0.0,0.0,0.009999999999999778,81.8
1999,2020-06-15,Caesar Creek,1,0.0,0.0,0.0,79.8
2011,2020-06-16,Caesar Creek,1,0.0,0.0,0.0,80.0
2023,2020-06-17,Caesar Creek,1,0.0,0.0,0.0,79.8
2034,2020-06-18,Caesar Creek,1,0.03,0.03,0.029999999999999777,80.8
2046,2020-06-19,Caesar Creek,1,0.0,0.03,0.029999999999999777,83.6
2063,2020-06-20,Caesar Creek,1,0.0,0.03,0.029999999999999777,86.0
2075,2020-06-21,Caesar Creek,1,0.16,0.16,0.18999999999999978,87.6
2082,2020-06-22,Caesar Creek,1,0.42,0.58,0.6099999999999998,87.8
2095,2020-06-23,Caesar Creek,0,0.38,0.96,0.9599999999999997,87.2
2107,2020-06-24,Caesar Creek,1,0.0,0.8,0.9599999999999997,85.6
2118,2020-06-25,Caesar Creek,1,0.0,0.38000000000000006,0.9599999999999997,84.2
2131,2020-06-26,Caesar Creek,1,0.05,0.05000000000000006,0.8499999999999999,83.2
2142,2020-06-27,Caesar Creek,0,0.03,0.08000000000000006,0.4599999999999998,82.6
2154,2020-06-28,Caesar Creek,0,0.62,0.7000000000000001,0.6999999999999997,82.8
2171,2020-06-29,Caesar Creek,1,0.0,0.65,0.6999999999999998,84.4
2178,2020-06-30,Caesar Creek,0,1.21,1.83,1.9099999999999997,84.8
2190,2020-07-01,Caesar Creek,1,0.0,1.21,1.8599999999999997,85.8
2202,2020-07-02,Caesar Creek,1,0.0,1.21,1.8299999999999996,87.2
2214,2020-07-03,Caesar Creek,1,0.0,0.0,1.2099999999999997,89.2
2230,2020-07-04,Caesar Creek,1,0.0,0.0,1.2099999999999997,90.2
2243,2020-07-05,Caesar Creek,1,0.0,0.0,0.0,92.0
2251,2020-07-06,Caesar Creek,1,0.4,0.4,0.3999999999999998,92.2
2262,2020-07-07,Caesar Creek,1,0.0,0.4,0.3999999999999998,92.6
2274,2020-07-08,Caesar Creek,1,0.0,0.4,0.3999999999999998,92.4
2291,2020-07-09,Caesar Creek,0,0.92,0.92,1.3199999999999998,91.6
2298,2020-07-10,Caesar Creek,1,0.04,0.9600000000000001,1.3599999999999999,90.0
2310,2020-07-11,Caesar Creek,1,0.1,1.06,1.0599999999999998,89.2
2323,2020-07-12,Caesar Creek,1,0.04,0.18000000000000002,1.0999999999999999,87.8
2335,2020-07-13,Caesar Creek,0,0.0,0.14,1.0999999999999999,86.6
2351,2020-07-14,Caesar Creek,1,0.0,0.04,0.1799999999999998,86.4
2358,2020-07-15,Caesar Creek,1,0.0,0.0,0.1399999999999998,87.0
2371,2020-07-16,Caesar Creek,1,0.0,0.0,0.03999999999999978,87.2
2382,2020-07-17,Caesar Creek,1,0.0,0.0,0.0,88.0
2394,2020-07-18,Caesar Creek,1,0.0,0.0,0.0,89.6
2411,2020-07-19,Caesar Creek,0,0.73,0.73,0.7299999999999998,90.8
2419,2020-07-20,Caesar Creek,1,0.0,0.73,0.7299999999999998,91.0
2430,2020-07-21,Caesar Creek,1,0.0,0.73,0.7299999999999998,91.6
2443,2020-07-22,Caesar Creek,0,1.44,1.44,2.17,90.4
2455,2020-07-23,Caesar Creek,0,0.89,2.33,3.0599999999999996,88.8
2466,2020-07-24,Caesar Creek,0,0.0,2.33,2.3299999999999996,87.6
2479,2020-07-25,Caesar Creek,1,0.0,0.89,2.3299999999999996,87.2
2490,2020-07-26,Caesar Creek,1,0.0,0.0,2.3299999999999996,87.4
2502,2020-07-27,Caesar Creek,0,0.21,0.21,1.0999999999999999,89.0
2519,2020-07-28,Caesar Creek,1,0.0,0.21,0.20999999999999977,89.2
2526,2020-07-29,Caesar Creek,1,0.0,0.21,0.20999999999999977,89.4
2538,2020-07-30,Caesar Creek,0,2.0,2.0,2.21,87.2
2551,2020-07-31,Caesar Creek,0,0.02,2.02,2.23,84.8
2563,2020-08-01,Caesar Creek,0,1.29,3.31,3.31,83.6
2574,2020-08-02,Caesar Creek,0,0.03,1.34,3.34,82.4
2587,2020-08-03,Caesar Creek,1,0.04,1.36,3.38,80.8
2598,2020-08-04,Caesar Creek,1,0.0,0.07,1.3800000000000001,80.8
2615,2020-08-05,Caesar Creek,1,0.0,0.04,1.36,80.2
2627,2020-08-06,Caesar Creek,1,0.0,0.0,0.07,79.2
2634,2020-08-07,Caesar Creek,1,0.0,0.0,0.04,79.6
2647,2020-08-08,Caesar Creek,1,0.0,0.0,0.0,80.2
2659,2020-08-09,Caesar Creek,1,0.0,0.0,0.0,82.6
2670,2020-08-10,Caesar Creek,1,0.29,0.29,0.29,83.8
2683,2020-08-11,Caesar Creek,1,0.01,0.3,0.3,84.6
2695,2020-08-12,Caesar Creek,1,0.0,0.3,0.3,85.4
2707,2020-08-13,Caesar Creek,1,0.0,0.01,0.3,86.2
2718,2020-08-14,Caesar Creek,1,0.02,0.02,0.31999999999999995,84.6
2730,2020-08-15,Caesar Creek,1,0.0,0.02,0.03,85.6
2747,2020-08-16,Caesar Creek,1,0.1,0.12000000000000001,0.12,86.0
2757,2020-08-17,Caesar Creek,1,0.0,0.1,0.12,86.0
2766,2020-08-18,Caesar Creek,0,1.07,1.1700000000000002,1.19,82.8
2779,2020-08-19,Caesar Creek,1,0.0,1.07,1.1700000000000002,82.4
2791,2020-08-20,Caesar Creek,1,0.0,1.07,1.1700000000000002,81.2
2807,2020-08-21,Caesar Creek,1,0.0,0.0,1.0700000000000003,81.0
2814,2020-08-22,Caesar Creek,1,0.05,0.05,1.1200000000000003,79.4
2827,2020-08-23,Caesar Creek,1,0.0,0.05,0.05,81.8
2838,2020-08-24,Caesar Creek,1,0.0,0.05,0.05,83.2
2850,2020-08-25,Caesar Creek,1,0.18,0.18,0.22999999999999998,85.0
2867,2020-08-26,Caesar Creek,1,0.0,0.18,0.22999999999999998,86.0
2875,2020-08-27,Caesar Creek,1,0.0,0.18,0.18,87.6
2886,2020-08-28,Caesar Creek,0,0.31,0.31,0.49,87.2
2898,2020-08-29,Caesar Creek,1,0.0,0.31,0.49,87.0
2910,2020-08-30,Caesar Creek,1,0.0,0.31,0.31,85.0
2919,2020-08-31,Caesar Creek,1,0.0,0.0,0.31,83.2
2938,2020-09-01,Caesar Creek,1,0.0,0.0,0.31,82.8
2946,2020-09-02,Caesar Creek,0,0.62,0.62,0.62,82.6
2958,2020-09-03,Caesar Creek,0,0.53,1.15,1.15,82.2
2975,2020-09-04,Caesar Creek,1,0.0,1.15,1.15,82.0
2987,2020-09-05,Caesar Creek,1,0.0,0.53,1.15,82.0
2994,2020-09-06,Caesar Creek,1,0.0,0.0,1.15,81.4
3007,2020-09-07,Caesar Creek,1,0.0,0.0,0.53,82.0
3019,2020-09-08,Caesar Creek,1,0.0,0.0,0.0,82.4
3030,2020-09-09,Caesar Creek,1,0.0,0.0,0.0,84.0
3043,2020-09-10,Caesar Creek,1,0.0,0.0,0.0,86.0
3054,2020-09-11,Caesar Creek,1,0.0,0.0,0.0,84.4
3066,2020-09-12,Caesar Creek,1,0.24,0.24,0.24,84.2
3083,2020-09-13,Caesar Creek,0,0.0,0.24,0.24,83.0
3090,2020-09-14,Caesar Creek,0,0.0,0.24,0.24,81.2
3102,2020-09-15,Caesar Creek,1,0.0,0.0,0.24,77.8
3114,2020-09-16,Caesar Creek,1,0.0,0.0,0.24,78.6
3126,2020-09-17,Caesar Creek,1,0.0,0.0,0.0,78.2
3142,2020-09-18,Caesar Creek,1,0.0,0.0,0.0,76.0
3155,2020-09-19,Caesar Creek,1,0.0,0.0,0.0,74.0
3163,2020-09-20,Caesar Creek,1,0.0,0.0,0.0,74.0
3174,2020-09-21,Caesar Creek,1,0.0,0.0,0.0,73.2
3186,2020-09-22,Caesar Creek,1,0.0,0.0,0.0,71.8
3203,2020-09-23,Caesar Creek,1,0.0,0.0,0.0,73.0
3210,2020-09-24,Caesar Creek,1,0.0,0.0,0.0,74.4
3223,2020-09-25,Caesar Creek,1,0.0,0.0,0.0,75.6
3235,2020-09-26,Caesar Creek,1,0.0,0.0,0.0,76.4
3247,2020-09-27,Caesar Creek,1,0.0,0.0,0.0,77.2
3258,2020-09-28,Caesar Creek,1,0.24,0.24,0.24,76.6
3271,2020-09-29,Caesar Creek,1,0.0,0.24,0.24,74.2
3282,2020-09-30,Caesar Creek,1,0.0,0.24,0.24,73.4
3294,2020-10-01,Caesar Creek,1,0.01,0.01,0.25,71.8
3311,2020-10-02,Caesar Creek,1,0.0,0.01,0.25,68.6
3319,2020-10-03,Caesar Creek,1,0.0,0.01,0.01,67.4
3330,2020-10-04,Caesar Creek,1,0.07,0.07,0.08,68.6
3343,2020-10-05,Caesar Creek,1,0.0,0.07,0.08,66.2
3355,2020-10-06,Caesar Creek,1,0.0,0.07,0.07,66.8
3366,2020-10-07,Caesar Creek,1,0.0,0.0,0.07,71.0
3379,2020-10-08,Caesar Creek,1,0.0,0.0,0.07,73.2
3390,2020-10-09,Caesar Creek,1,0.0,0.0,0.0,75.4
3402,2020-10-10,Caesar Creek,1,0.0,0.0,0.0,77.2
3419,2020-10-11,Caesar Creek,1,0.02,0.02,0.02,77.6
3426,2020-10-12,Caesar Creek,1,0.12,0.13999999999999999,0.13999999999999999,76.2
3439,2020-10-13,Caesar Creek,1,0.0,0.14,0.14,74.4
3451,2020-10-14,Caesar Creek,1,0.0,0.12,0.14,73.6
3463,2020-10-15,Caesar Creek,1,0.11,0.11,0.25,72.0
3474,2020-10-16,Caesar Creek,1,0.0,0.11,0.23,68.8
3487,2020-10-17,Caesar Creek,1,0.0,0.11,0.11,66.2
3498,2020-10-18,Caesar Creek,1,0.08,0.08,0.19,64.6
3510,2020-10-19,Caesar Creek,0,1.38,1.46,1.5699999999999998,61.0
3527,2020-10-20,Caesar Creek,0,0.28,1.74,1.7399999999999998,60.2
3534,2020-10-21,Caesar Creek,0,0.0,1.66,1.7399999999999998,62.8
3546,2020-10-22,Caesar Creek,1,0.0,0.28,1.7399999999999998,66.2
3558,2020-10-23,Caesar Creek,0,0.12,0.12,1.7799999999999998,70.0
3570,2020-10-24,Caesar Creek,1,0.0,0.12,0.4,68.6
3586,2020-10-25,Caesar Creek,1,0.03,0.15,0.15,67.4
3599,2020-10-26,Caesar Creek,1,0.03,0.06,0.18,63.4
3607,2020-10-27,Caesar Creek,1,0.01,0.06999999999999999,0.19,57.8
3618,2020-10-28,Caesar Creek,0,0.22,0.26,0.29000000000000004,52.8
3630,2020-10-29,Caesar Creek,0,1.93,2.16,2.2199999999999998,53.2
3647,2020-10-30,Caesar Creek,0,0.0,2.1500000000000004,2.1900000000000004,52.4
3654,2020-10-31,Caesar Creek,1,0.0,1.93,2.16,53.6
3666,2020-11-01,Caesar Creek,1,0.0,0.0,2.1500000000000004,53.6
3679,2020-11-02,Caesar Creek,1,0.0,0.0,1.93,52.8
3691,2020-11-03,Caesar Creek,1,0.0,0.0,0.0,54.8
3702,2020-11-04,Caesar Creek,1,0.0,0.0,0.0,59.0
3715,2020-11-05,Caesar Creek,1,0.0,0.0,0.0,60.8
3726,2020-11-06,Caesar Creek,1,0.0,0.0,0.0,64.2
3743,2020-11-07,Caesar Creek,1,0.0,0.0,0.0,69.0
3755,2020-11-08,Caesar Creek,1,0.0,0.0,0.0,72.0
3762,2020-11-09,Caesar Creek,1,0.0,0.0,0.0,73.6
3775,2020-11-10,Caesar Creek,1,0.16,0.16,0.16,76.4
3787,2020-11-11,Caesar Creek,0,0.53,0.6900000000000001,0.6900000000000001,76.0
3798,2020-11-12,Caesar Creek,1,0.0,0.6900000000000001,0.6900000000000001,72.2
3811,2020-11-13,Caesar Creek,1,0.0,0.53,0.6900000000000001,68.2
3823,2020-11-14,Caesar Creek,1,0.0,0.0,0.6900000000000001,63.6
3835,2020-11-15,Caesar Creek,0,0.35,0.35,0.88,60.0
3846,2020-11-16,Caesar Creek,1,0.0,0.35,0.35,57.2
3858,2020-11-17,Caesar Creek,1,0.0,0.35,0.35,55.4
3875,2020-11-18,Caesar Creek,1,0.0,0.0,0.35,53.2
3887,2020-11-19,Caesar Creek,1,0.0,0.0,0.35,54.8
3894,2020-11-20,Caesar Creek,1,0.04,0.04,0.04,55.0
3907,2020-11-21,Caesar Creek,1,0.11,0.15,0.15,55.4
3919,2020-11-22,Caesar Creek,1,0.22,0.37,0.37,57.0
3930,2020-11-23,Caesar Creek,1,0.0,0.33000000000000007,0.37,57.4
3943,2020-11-24,Caesar Creek,1,0.0,0.22000000000000003,0.37,54.4
3954,2020-11-25,Caesar Creek,0,1.37,1.37,1.7000000000000002,53.6
3966,2020-11-26,Caesar Creek,0,0.0,1.37,1.59,53.0
3983,2020-11-27,Caesar Creek,1,0.0,1.37,1.37,53.4
3990,2020-11-28,Caesar Creek,1,0.0,0.0,1.37,53.4
4002,2020-11-29,Caesar Creek,0,0.0,0.0,1.37,54.4
4014,2020-11-30,Caesar Creek,0,2.17,2.17,2.17,52.0
4026,2020-12-01,Caesar Creek,0,0.22,2.39,2.39,47.8
4042,2020-12-02,Caesar Creek,0,0.0,2.39,2.39,45.0
4055,2020-12-03,Caesar Creek,0,0.0,0.22,2.39,43.2
4063,2020-12-04,Caesar Creek,0,0.0,0.0,2.39,41.6
4074,2020-12-05,Caesar Creek,0,0.0,0.0,0.22,41.4
4086,2020-12-06,Caesar Creek,0,0.0,0.0,0.0,43.0
4103,2020-12-07,Caesar Creek,0,0.0,0.0,0.0,41.6
4110,2020-12-08,Caesar Creek,1,0.0,0.0,0.0,40.6
4122,2020-12-09,Caesar Creek,1,0.0,0.0,0.0,42.6
4135,2020-12-10,Caesar Creek,1,0.0,0.0,0.0,45.4
4147,2020-12-11,Caesar Creek,1,0.0,0.0,0.0,50.2
4163,2020-12-12,Caesar Creek,0,0.06,0.06,0.06,55.6
4170,2020-12-13,Caesar Creek,1,0.0,0.06,0.06,57.0
4183,2020-12-14,Caesar Creek,1,0.0,0.06,0.06,53.8
4194,2020-12-15,Caesar Creek,1,0.0,0.0,0.06,49.2
4206,2020-12-16,Caesar Creek,0,1.18,1.18,1.24,43.6
4223,2020-12-17,Caesar Creek,0,0.11,1.29,1.29,38.0
4231,2020-12-18,Caesar Creek,0,0.0,1.29,1.29,37.2
4242,2020-12-19,Caesar Creek,0,0.11,0.22,1.4,37.8
4255,2020-12-20,Caesar Creek,0,0.09,0.2,1.49,39.6
4267,2020-12-21,Caesar Creek,0,0.0,0.2,0.31,41.6
